cluster,longitude,latitude,edad,PRECTOTCORR,PAR,arcillas_0-30cm_mean,arena_0-30cm_mean,limo_0-30cm_mean
0,-76.29,4.04,6.17,7.22,142.65,39.83,31.27,28.93
0,-76.24,3.39,6.17,6.96,142.03,39.17,28.37,32.47
0,-76.29,4.04,6.17,7.22,142.65,39.83,31.27,28.93
0,-76.29,4.04,6.17,7.22,142.65,39.83,31.27,28.93
0,-76.44,3.27,6.17,6.96,142.03,37.33,19.27,43.4
0,-76.29,4.04,6.17,7.22,142.65,39.83,31.27,28.93
0,-76.24,3.39,6.17,6.96,142.03,39.17,28.37,32.47
0,-76.24,3.39,6.17,6.96,142.03,39.17,28.37,32.47
0,-76.44,3.27,6.17,6.96,142.03,37.33,19.27,43.4
0,-76.25,3.39,6.17,6.96,142.03,39.57,28.23,32.17
0,-76.25,3.39,6.17,6.96,142.03,39.57,28.23,32.17
0,-76.44,3.27,6.17,6.96,142.03,37.33,19.27,43.4
0,-76.25,3.39,6.17,6.96,142.03,39.57,28.23,32.17
0,-76.47,3.34,7.0,0.02,137.55,40.93,22.77,36.27
0,-76.21,4.03,6.6,0.2,138.2,36.77,35.2,28.03
0,-76.32,3.48,6.6,0.02,137.55,38.93,24.8,36.3
0,-76.37,3.59,6.7,0.02,137.55,35.07,22.7,42.3
0,-76.33,3.54,6.6,0.02,137.55,34.9,28.27,36.8
0,-76.3,3.93,6.6,0.2,137.55,33.27,29.03,37.73
0,-76.36,3.67,6.6,0.02,137.55,34.77,25.7,39.57
0,-76.27,3.29,6.6,0.02,137.55,38.23,26.07,35.7
0,-76.24,3.55,6.6,0.02,137.55,35.97,33.2,30.83
0,-76.29,3.44,6.6,0.02,137.55,36.73,27.97,35.33
0,-76.33,3.55,6.6,0.02,137.55,40.43,22.77,36.83
0,-76.29,3.28,6.6,0.02,137.55,41.3,27.27,31.4
0,-76.34,3.15,6.7,0.0,137.55,33.2,26.87,39.93
0,-76.43,3.18,6.6,0.0,137.55,42.97,19.27,37.73
0,-76.27,3.59,7.0,0.02,137.55,38.47,31.3,30.23
0,-76.35,3.68,6.6,0.02,137.55,38.1,23.87,38.0
0,-76.33,3.73,7.0,0.02,137.55,38.33,22.97,38.7
0,-76.36,3.68,6.6,0.02,137.55,36.03,23.67,40.3
0,-76.3,3.59,6.6,0.02,137.55,33.03,29.63,37.33
0,-76.51,3.17,6.6,0.0,137.55,36.07,25.07,38.87
0,-76.33,3.56,6.6,0.02,137.55,40.07,24.1,35.83
0,-76.36,3.68,6.6,0.02,137.55,35.57,23.7,40.73
0,-76.29,3.45,6.6,0.02,137.55,39.87,24.23,35.93
0,-76.54,3.29,6.7,0.02,137.55,38.23,26.67,35.07
0,-76.36,3.68,6.6,0.02,137.55,38.57,24.9,36.53
0,-76.37,3.59,6.7,0.02,137.55,35.07,22.7,42.3
0,-76.54,3.29,6.7,0.02,137.55,38.23,26.67,35.07
0,-76.36,3.49,6.6,0.02,137.55,38.27,23.83,37.87
0,-76.34,3.15,6.7,0.0,137.55,33.2,26.87,39.93
0,-76.43,3.43,6.6,0.02,137.55,39.13,24.7,36.17
0,-76.35,3.81,6.6,0.2,137.55,37.3,22.77,39.93
0,-76.28,3.19,6.6,0.0,137.55,38.1,27.8,34.17
0,-76.39,3.63,6.93,4.85,143.52,35.07,27.2,37.77
0,-76.28,3.75,6.93,10.81,143.52,34.53,37.6,27.87
0,-76.28,3.75,6.93,10.81,143.52,34.53,37.6,27.87
0,-76.28,3.75,6.93,10.81,143.52,34.53,37.6,27.87
0,-76.39,3.63,6.93,4.85,143.52,35.07,27.2,37.77
0,-76.39,3.63,6.93,4.85,143.52,35.07,27.2,37.77
0,-76.39,3.63,6.93,4.85,143.52,35.07,27.2,37.77
0,-76.39,3.63,6.93,4.85,143.52,35.07,27.2,37.77
0,-76.28,3.75,6.93,10.81,143.52,34.53,37.6,27.87
0,-76.28,3.75,6.93,10.81,143.52,34.53,37.6,27.87
0,-76.26,3.34,6.93,4.85,143.52,43.67,23.8,32.53
0,-76.27,3.78,6.93,10.81,143.52,31.77,28.87,39.4
0,-76.17,4.27,6.93,18.35,136.95,37.47,24.13,38.4
0,-76.17,4.27,6.93,18.35,136.95,37.47,24.13,38.4
0,-76.32,3.6,6.93,4.85,143.52,37.43,25.63,36.97
0,-76.32,3.6,6.93,4.85,143.52,37.43,25.63,36.97
0,-76.17,4.27,6.93,18.35,136.95,37.47,24.13,38.4
0,-76.17,4.27,6.93,18.35,136.95,37.47,24.13,38.4
0,-76.17,4.27,6.93,18.35,136.95,37.47,24.13,38.4
0,-76.32,3.6,6.93,4.85,143.52,37.43,25.63,36.97
0,-76.32,3.6,6.93,4.85,143.52,37.43,25.63,36.97
0,-76.32,3.6,6.93,4.85,143.52,37.43,25.63,36.97
0,-76.32,3.23,6.93,1.69,143.52,38.53,21.57,39.9
0,-76.32,3.23,6.93,1.69,143.52,38.53,21.57,39.9
0,-76.32,3.23,6.93,1.69,143.52,38.53,21.57,39.9
0,-76.32,3.23,6.93,1.69,143.52,38.53,21.57,39.9
0,-76.32,3.23,6.93,1.69,143.52,38.53,21.57,39.9
0,-76.26,3.34,6.93,4.85,143.52,43.67,23.8,32.53
0,-76.26,3.34,6.93,4.85,143.52,43.67,23.8,32.53
0,-76.26,3.34,6.93,4.85,143.52,43.67,23.8,32.53
0,-76.26,3.34,6.93,4.85,143.52,43.67,23.8,32.53
0,-76.25,3.68,6.93,4.85,143.52,37.27,28.23,34.47
0,-76.25,3.68,6.93,4.85,143.52,37.27,28.23,34.47
0,-76.27,3.78,6.93,10.81,143.52,31.77,28.87,39.4
0,-76.25,3.68,6.93,4.85,143.52,37.27,28.23,34.47
0,-76.15,4.25,6.93,10.81,136.95,38.4,24.1,37.53
0,-76.15,4.25,6.93,10.81,136.95,38.4,24.1,37.53
0,-76.25,3.68,6.93,4.85,143.52,37.27,28.23,34.47
0,-76.15,4.25,6.93,10.81,136.95,38.4,24.1,37.53
0,-76.15,4.25,6.93,10.81,136.95,38.4,24.1,37.53
0,-76.34,3.33,6.93,4.85,143.52,42.3,21.87,35.83
0,-76.34,3.33,6.93,4.85,143.52,42.3,21.87,35.83
0,-76.27,3.78,6.93,10.81,143.52,31.77,28.87,39.4
0,-76.34,3.33,6.93,4.85,143.52,42.3,21.87,35.83
0,-76.34,3.33,6.93,4.85,143.52,42.3,21.87,35.83
0,-76.15,4.25,6.93,10.81,136.95,38.4,24.1,37.53
0,-76.27,3.78,6.93,10.81,143.52,31.77,28.87,39.4
0,-76.25,3.68,6.93,4.85,143.52,37.27,28.23,34.47
0,-76.27,3.78,6.93,10.81,143.52,31.77,28.87,39.4
0,-76.34,3.33,6.93,4.85,143.52,42.3,21.87,35.83
0,-76.27,3.74,7.0,14.65,132.8,39.6,34.63,25.73
0,-76.35,3.72,7.0,14.65,132.8,36.43,23.77,39.8
0,-76.31,3.39,7.0,14.65,132.8,35.93,27.93,36.13
0,-76.3,3.79,7.0,15.47,132.8,36.03,25.53,38.4
0,-76.33,3.28,7.0,14.65,132.8,38.93,27.13,33.93
0,-76.36,3.6,7.0,14.65,132.8,39.93,23.77,36.27
0,-76.35,3.74,7.0,14.65,132.8,38.33,24.97,36.67
0,-76.31,3.82,7.0,15.47,132.8,39.27,24.93,35.83
0,-76.23,3.3,7.0,14.65,132.8,33.17,30.8,36.03
0,-76.32,3.41,7.0,14.65,132.8,36.8,27.8,35.4
0,-76.16,4.24,7.0,15.47,130.05,36.73,21.43,41.8
0,-76.3,3.38,7.0,14.65,132.8,38.17,26.57,35.3
0,-76.32,3.83,7.0,15.47,132.8,34.83,23.2,41.97
0,-76.36,3.72,7.0,14.65,132.8,35.4,23.27,41.33
0,-76.59,3.02,7.0,18.38,132.8,39.03,27.73,33.23
0,-76.43,3.41,7.0,14.65,132.8,39.67,21.67,38.67
0,-76.42,3.18,7.0,16.72,132.8,42.97,19.53,37.5
0,-75.87,4.99,7.0,11.75,132.09,38.13,28.43,33.47
0,-76.0,4.55,7.0,19.3,133.71,36.1,26.37,37.53
0,-76.26,3.28,7.5,1.23,132.51,38.7,22.6,38.7
0,-76.24,3.23,7.5,1.04,132.51,39.37,23.73,36.97
0,-76.31,3.5,7.5,1.23,132.51,38.4,29.57,32.0
0,-76.54,3.19,7.5,1.04,132.51,40.43,27.03,32.57
0,-76.2,4.14,7.5,1.65,130.65,37.07,26.33,36.63
0,-76.46,3.21,7.5,1.04,132.51,36.37,25.2,38.43
0,-76.25,4.05,7.5,1.65,130.65,37.8,34.23,27.93
0,-76.44,3.18,7.1,0.0,133.69,41.77,20.5,37.73
0,-76.46,3.18,7.1,0.0,133.69,36.27,24.43,39.27
0,-76.34,3.33,7.1,0.0,133.69,38.3,24.13,37.57
0,-76.45,3.22,7.1,0.0,133.69,40.07,24.83,35.13
0,-76.46,3.18,7.1,0.0,133.69,36.0,24.33,39.63
0,-76.44,3.2,7.1,0.0,133.69,42.17,20.07,37.7
0,-76.27,4.06,7.1,0.0,131.96,38.83,33.1,28.07
0,-76.56,3.13,6.93,2.46,124.95,36.27,28.57,35.17
0,-76.27,4.1,6.93,7.61,127.59,36.47,31.53,32.0
0,-76.26,4.1,6.93,7.61,127.59,36.3,30.8,32.9
0,-76.27,3.32,4.23,4.1,124.95,37.7,25.83,36.53
0,-76.26,4.1,6.93,7.61,127.59,36.3,30.8,32.9
0,-76.34,3.35,4.23,4.1,124.95,37.93,24.63,37.4
0,-76.26,4.07,4.23,7.61,127.59,39.93,30.83,29.23
0,-76.27,4.1,6.93,7.61,127.59,36.47,31.53,32.0
0,-76.31,3.13,6.93,2.34,124.95,38.47,26.67,34.87
0,-76.3,3.21,4.23,2.34,124.95,41.27,21.57,37.17
0,-76.25,3.33,4.23,4.1,124.95,35.53,31.1,33.4
0,-76.29,3.14,4.23,2.34,124.95,37.13,26.77,36.13
0,-76.58,3.13,4.23,2.46,124.95,36.23,31.23,32.5
0,-76.31,3.13,6.93,2.34,124.95,38.47,26.67,34.87
0,-76.4,3.43,4.23,4.1,124.95,37.03,23.87,39.13
0,-76.41,3.43,4.23,4.1,124.95,39.17,20.47,40.33
0,-76.56,3.13,6.93,2.46,124.95,36.27,28.57,35.17
0,-76.33,3.73,6.8,0.56,130.0,38.33,22.97,38.7
0,-76.28,3.19,6.57,0.15,130.0,38.1,27.8,34.17
0,-76.28,3.19,6.57,0.15,130.0,38.1,27.8,34.17
0,-76.28,3.19,6.57,0.15,130.0,38.1,27.8,34.17
0,-76.35,3.81,6.57,2.2,130.0,37.3,22.77,39.93
0,-76.35,3.81,6.57,2.2,130.0,37.3,22.77,39.93
0,-76.35,3.81,6.57,2.2,130.0,37.3,22.77,39.93
0,-76.35,3.68,6.57,0.56,130.0,38.1,23.87,38.0
0,-76.35,3.68,6.57,0.56,130.0,38.1,23.87,38.0
0,-76.29,3.28,6.57,0.56,130.0,41.3,27.27,31.4
0,-76.29,3.28,6.57,0.56,130.0,41.3,27.27,31.4
0,-76.29,3.28,6.57,0.56,130.0,41.3,27.27,31.4
0,-76.29,3.28,6.57,0.56,130.0,41.3,27.27,31.4
0,-76.28,3.19,6.57,0.15,130.0,38.1,27.8,34.17
0,-76.36,3.68,6.57,0.56,130.0,38.57,24.9,36.53
0,-76.36,3.68,6.57,0.56,130.0,38.57,24.9,36.53
0,-76.27,3.59,6.8,0.56,130.0,38.47,31.3,30.23
0,-76.27,3.59,6.8,0.56,130.0,38.47,31.3,30.23
0,-76.35,3.68,6.57,0.56,130.0,38.1,23.87,38.0
0,-76.33,3.73,6.8,0.56,130.0,38.33,22.97,38.7
0,-76.36,3.68,6.57,0.56,130.0,38.57,24.9,36.53
0,-76.35,3.68,6.57,0.56,130.0,38.1,23.87,38.0
0,-76.36,3.68,6.57,0.56,130.0,38.57,24.9,36.53
0,-76.35,3.81,6.57,2.2,130.0,37.3,22.77,39.93
0,-76.36,3.68,6.57,0.56,130.0,36.03,23.67,40.3
0,-76.3,3.93,6.57,2.2,130.0,33.27,29.03,37.73
0,-76.36,3.67,6.57,0.56,130.0,34.77,25.7,39.57
0,-76.29,3.45,6.57,0.56,130.0,39.87,24.23,35.93
0,-76.29,3.44,6.57,0.56,130.0,36.73,27.97,35.33
0,-76.33,3.54,6.57,0.56,130.0,34.9,28.27,36.8
0,-76.36,3.49,6.57,0.56,130.0,38.27,23.83,37.87
0,-76.32,3.48,6.57,0.56,130.0,38.93,24.8,36.3
0,-76.32,3.48,6.57,0.56,130.0,38.93,24.8,36.3
0,-76.32,3.48,6.57,0.56,130.0,38.93,24.8,36.3
0,-76.32,3.48,6.57,0.56,130.0,38.93,24.8,36.3
0,-76.21,4.03,6.57,2.2,129.98,36.77,35.2,28.03
0,-76.21,4.03,6.57,2.2,129.98,36.77,35.2,28.03
0,-76.33,3.54,6.57,0.56,130.0,34.9,28.27,36.8
0,-76.21,4.03,6.57,2.2,129.98,36.77,35.2,28.03
0,-76.33,3.54,6.57,0.56,130.0,34.9,28.27,36.8
0,-76.3,3.59,6.57,0.56,130.0,33.03,29.63,37.33
0,-76.3,3.93,6.57,2.2,130.0,33.27,29.03,37.73
0,-76.21,4.03,6.57,2.2,129.98,36.77,35.2,28.03
0,-76.27,3.29,6.57,0.56,130.0,38.23,26.07,35.7
0,-76.27,3.29,6.57,0.56,130.0,38.23,26.07,35.7
0,-76.24,3.55,6.57,0.56,130.0,35.97,33.2,30.83
0,-76.36,3.67,6.57,0.56,130.0,34.77,25.7,39.57
0,-76.24,3.55,6.57,0.56,130.0,35.97,33.2,30.83
0,-76.33,3.54,6.57,0.56,130.0,34.9,28.27,36.8
0,-76.47,3.34,6.8,0.56,130.0,40.93,22.77,36.27
0,-76.3,3.59,6.57,0.56,130.0,33.03,29.63,37.33
0,-76.3,3.59,6.57,0.56,130.0,33.03,29.63,37.33
0,-76.3,3.59,6.57,0.56,130.0,33.03,29.63,37.33
0,-76.36,3.68,6.57,0.56,130.0,36.03,23.67,40.3
0,-76.29,3.44,6.57,0.56,130.0,36.73,27.97,35.33
0,-76.36,3.68,6.57,0.56,130.0,36.03,23.67,40.3
0,-76.36,3.68,6.57,0.56,130.0,36.03,23.67,40.3
0,-76.29,3.44,6.57,0.56,130.0,36.73,27.97,35.33
0,-76.29,3.44,6.57,0.56,130.0,36.73,27.97,35.33
0,-76.29,3.45,6.57,0.56,130.0,39.87,24.23,35.93
0,-76.36,3.67,6.57,0.56,130.0,34.77,25.7,39.57
0,-76.36,3.67,6.57,0.56,130.0,34.77,25.7,39.57
0,-76.36,3.49,6.57,0.56,130.0,38.27,23.83,37.87
0,-76.36,3.49,6.57,0.56,130.0,38.27,23.83,37.87
0,-76.36,3.49,6.57,0.56,130.0,38.27,23.83,37.87
0,-76.47,3.34,6.8,0.56,130.0,40.93,22.77,36.27
0,-76.27,3.29,6.57,0.56,130.0,38.23,26.07,35.7
0,-76.3,3.93,6.57,2.2,130.0,33.27,29.03,37.73
0,-76.27,3.29,6.57,0.56,130.0,38.23,26.07,35.7
0,-76.36,3.68,6.57,0.56,130.0,35.57,23.7,40.73
0,-76.33,3.55,6.57,0.56,130.0,40.43,22.77,36.83
0,-76.24,3.55,6.57,0.56,130.0,35.97,33.2,30.83
0,-76.33,3.55,6.57,0.56,130.0,40.43,22.77,36.83
0,-76.36,3.68,6.57,0.68,128.15,35.57,23.7,40.73
0,-76.36,3.68,6.57,5.98,132.59,35.57,23.7,40.73
0,-76.36,3.68,6.57,0.68,128.15,35.57,23.7,40.73
0,-76.33,3.56,6.57,0.68,128.15,40.07,24.1,35.83
0,-76.33,3.55,6.57,0.68,128.15,40.43,22.77,36.83
0,-76.43,3.43,6.57,0.68,128.15,39.13,24.7,36.17
0,-76.43,3.43,6.57,0.68,128.15,39.13,24.7,36.17
0,-76.43,3.18,6.57,0.68,128.15,42.97,19.27,37.73
0,-76.43,3.18,6.57,2.52,132.59,42.97,19.27,37.73
0,-76.43,3.18,6.57,0.68,128.15,42.97,19.27,37.73
0,-76.43,3.18,6.57,0.68,128.15,42.97,19.27,37.73
0,-76.43,3.43,6.57,0.68,128.15,39.13,24.7,36.17
0,-76.43,3.43,6.57,2.52,128.15,39.13,24.7,36.17
0,-76.33,3.56,6.57,0.68,128.15,40.07,24.1,35.83
0,-76.33,3.55,6.57,0.68,128.15,40.43,22.77,36.83
0,-76.43,3.43,6.57,0.12,128.15,39.13,24.7,36.17
0,-76.51,3.17,6.57,0.68,128.15,36.07,25.07,38.87
0,-76.24,3.55,6.57,0.68,128.15,35.97,33.2,30.83
0,-76.33,3.56,6.57,2.52,132.59,40.07,24.1,35.83
0,-76.3,3.93,6.57,0.68,128.15,33.27,29.03,37.73
0,-76.51,3.17,6.57,0.68,128.15,36.07,25.07,38.87
0,-76.3,3.93,6.57,5.98,132.59,33.27,29.03,37.73
0,-76.51,3.17,6.57,5.98,132.59,36.07,25.07,38.87
0,-76.24,3.55,6.57,5.98,132.59,35.97,33.2,30.83
0,-76.33,3.56,6.57,0.68,128.15,40.07,24.1,35.83
0,-76.29,3.45,6.57,0.68,128.15,39.87,24.23,35.93
0,-76.51,3.17,6.57,0.68,128.15,36.07,25.07,38.87
0,-76.29,3.45,6.57,2.52,132.59,39.87,24.23,35.93
0,-76.29,3.45,6.57,2.52,128.15,39.87,24.23,35.93
0,-76.51,3.17,6.57,0.68,128.15,36.07,25.07,38.87
0,-76.25,3.68,6.5,0.68,128.15,37.27,28.23,34.47
0,-76.34,3.33,6.5,0.68,128.15,42.3,21.87,35.83
0,-76.32,3.6,6.5,0.68,128.15,37.43,25.63,36.97
0,-76.25,3.68,6.5,2.52,132.59,37.27,28.23,34.47
0,-76.25,3.68,6.5,0.68,128.15,37.27,28.23,34.47
0,-76.25,3.68,6.5,2.52,132.59,37.27,28.23,34.47
0,-76.32,3.6,6.5,0.68,128.15,37.43,25.63,36.97
0,-76.17,4.27,6.5,0.68,128.15,37.47,24.13,38.4
0,-76.27,3.78,6.5,0.68,128.15,31.77,28.87,39.4
0,-76.27,3.78,6.5,2.52,132.59,31.77,28.87,39.4
0,-76.25,3.68,6.5,0.68,128.15,37.27,28.23,34.47
0,-76.15,4.25,6.5,0.68,128.15,38.4,24.1,37.53
0,-76.15,4.25,6.5,0.68,128.15,38.4,24.1,37.53
0,-76.15,4.25,6.5,0.68,128.15,38.4,24.1,37.53
0,-76.15,4.25,6.5,0.68,128.15,38.4,24.1,37.53
0,-76.15,4.25,6.5,2.52,132.59,38.4,24.1,37.53
0,-76.32,3.6,6.5,0.68,128.15,37.43,25.63,36.97
0,-76.33,3.73,6.9,2.52,132.59,38.33,22.97,38.7
0,-76.34,3.33,6.5,2.52,132.59,42.3,21.87,35.83
0,-76.33,3.73,6.9,0.68,128.15,38.33,22.97,38.7
0,-76.17,4.27,6.5,0.68,128.15,37.47,24.13,38.4
0,-76.27,3.78,6.5,0.68,128.15,31.77,28.87,39.4
0,-76.27,3.78,6.5,0.68,128.15,31.77,28.87,39.4
0,-76.32,3.6,6.5,0.68,128.15,37.43,25.63,36.97
0,-76.17,4.27,6.5,0.68,128.15,37.47,24.13,38.4
0,-76.17,4.27,6.5,0.68,128.15,37.47,24.13,38.4
0,-76.39,3.63,6.5,2.52,132.59,35.07,27.2,37.77
0,-76.26,3.34,6.5,0.12,128.15,43.67,23.8,32.53
0,-76.34,3.33,6.5,0.68,128.15,42.3,21.87,35.83
0,-76.28,3.75,6.5,2.52,128.15,34.53,37.6,27.87
0,-76.26,3.34,6.5,2.52,132.59,43.67,23.8,32.53
0,-76.26,3.34,6.5,0.68,128.15,43.67,23.8,32.53
0,-76.26,3.34,6.5,0.68,128.15,43.67,23.8,32.53
0,-76.26,3.34,6.5,2.52,132.59,43.67,23.8,32.53
0,-76.27,3.59,6.9,2.52,132.59,38.47,31.3,30.23
0,-76.28,3.75,6.5,0.68,128.15,34.53,37.6,27.87
0,-76.39,3.63,6.5,0.68,128.15,35.07,27.2,37.77
0,-76.32,3.23,6.5,0.68,128.15,38.53,21.57,39.9
0,-76.32,3.23,6.5,0.68,128.15,38.53,21.57,39.9
0,-76.32,3.23,6.5,0.68,128.15,38.53,21.57,39.9
0,-76.32,3.23,6.5,0.68,128.15,38.53,21.57,39.9
0,-76.39,3.63,6.5,0.68,128.15,35.07,27.2,37.77
0,-76.39,3.63,6.5,0.68,128.15,35.07,27.2,37.77
0,-76.39,3.63,6.5,0.68,128.15,35.07,27.2,37.77
0,-76.34,3.33,6.5,2.52,128.15,42.3,21.87,35.83
0,-76.34,3.33,6.5,0.68,128.15,42.3,21.87,35.83
0,-76.27,3.59,6.9,0.68,128.15,38.47,31.3,30.23
0,-76.28,3.75,6.5,0.68,128.15,34.53,37.6,27.87
0,-76.47,3.34,6.9,2.52,128.15,40.93,22.77,36.27
0,-76.28,3.75,6.5,0.68,128.15,34.53,37.6,27.87
0,-76.47,3.34,6.9,0.68,128.15,40.93,22.77,36.27
0,-76.28,3.75,6.5,0.68,128.15,34.53,37.6,27.87
0,-76.24,3.23,8.2,0.68,128.15,39.37,23.73,36.97
0,-76.14,4.23,6.6,0.68,128.15,37.57,26.43,35.97
0,-76.44,3.61,8.1,0.68,128.15,38.13,24.17,37.7
0,-76.24,3.23,8.2,0.68,128.15,39.37,23.73,36.97
0,-76.35,3.71,6.6,0.12,128.15,38.07,23.43,38.5
0,-76.13,4.43,6.6,0.68,128.15,36.97,26.6,36.43
0,-76.24,4.25,6.6,0.68,128.15,39.0,27.4,33.53
1,-75.84,4.41,6.6,0.68,128.15,35.17,28.63,36.17
0,-76.24,3.3,6.6,0.68,128.15,33.37,30.6,35.97
0,-76.35,3.71,6.7,0.68,128.15,38.07,23.43,38.5
0,-76.13,4.43,6.6,0.68,128.15,36.97,26.6,36.43
0,-76.03,4.56,7.3,0.68,128.15,38.67,26.47,34.87
0,-76.07,4.43,7.3,2.52,132.59,38.3,26.87,34.8
0,-76.46,3.21,8.2,0.68,128.15,36.37,25.2,38.43
0,-76.1,4.45,6.6,0.68,128.15,37.77,25.77,36.43
0,-76.16,4.22,6.6,0.68,128.15,39.17,25.6,35.17
0,-76.14,4.23,6.6,0.68,128.15,37.57,26.43,35.97
0,-76.27,4.02,8.1,2.52,128.15,37.93,34.5,27.57
0,-75.94,4.71,6.6,0.14,127.65,37.37,31.27,31.4
0,-76.54,3.19,8.2,0.14,127.65,40.43,27.03,32.57
0,-76.26,3.28,8.2,0.14,127.65,38.7,22.6,38.7
0,-76.26,3.28,8.2,0.14,127.65,38.7,22.6,38.7
0,-76.26,3.23,8.1,5.77,134.07,37.93,25.03,37.03
0,-76.25,3.39,8.1,0.14,127.65,39.57,28.23,32.17
0,-76.31,3.5,8.2,0.14,127.65,38.4,29.57,32.0
0,-76.13,4.3,6.6,0.14,127.65,36.27,24.73,39.03
0,-76.13,4.3,6.6,1.09,127.65,36.27,24.73,39.03
0,-76.13,4.3,6.6,0.73,127.65,36.27,24.73,39.03
0,-76.54,3.19,8.2,0.73,127.65,40.43,27.03,32.57
0,-76.31,3.5,8.2,1.09,127.65,38.4,29.57,32.0
0,-76.13,4.31,6.6,0.73,127.65,36.1,23.9,39.93
0,-76.13,4.31,6.6,0.73,127.65,36.1,23.9,39.93
0,-76.14,4.23,6.6,0.73,127.65,37.57,26.43,35.97
0,-76.56,3.15,8.1,0.73,127.65,40.07,27.13,32.8
0,-76.46,3.21,8.2,0.73,127.65,36.37,25.2,38.43
0,-76.07,4.45,6.6,0.73,127.65,38.87,26.67,34.47
0,-76.35,3.71,6.6,0.73,127.65,38.07,23.43,38.5
0,-76.2,4.14,8.2,0.73,127.65,37.07,26.33,36.63
0,-76.14,4.3,6.6,0.73,127.65,36.87,25.77,37.33
0,-76.14,4.3,6.6,0.73,127.65,36.87,25.77,37.33
0,-76.24,3.39,8.1,0.73,127.65,39.17,28.37,32.47
0,-76.25,4.05,8.2,1.09,127.65,37.8,34.23,27.93
0,-76.35,3.71,6.6,0.14,127.65,38.07,23.43,38.5
0,-76.44,3.27,8.1,0.73,127.65,37.33,19.27,43.4
0,-76.25,3.38,8.1,5.77,131.13,36.37,30.83,32.8
0,-76.13,4.43,6.6,0.73,127.65,36.97,26.6,36.43
0,-76.35,3.71,6.6,2.45,134.07,38.07,23.43,38.5
0,-76.3,3.21,8.1,2.45,134.07,41.17,21.27,37.57
0,-76.38,3.22,6.6,5.77,134.07,39.17,22.17,38.67
1,-75.87,4.33,6.6,0.73,127.65,35.23,29.47,35.23
0,-76.13,4.43,6.6,0.14,127.65,36.97,26.6,36.43
0,-76.29,4.04,8.1,0.14,127.65,39.83,31.27,28.93
0,-76.01,4.6,6.6,0.14,127.65,39.7,29.37,30.93
0,-76.09,4.32,6.6,0.14,127.65,37.0,25.83,37.23
0,-76.09,4.32,6.6,0.14,127.65,37.0,25.83,37.23
0,-76.01,4.6,6.6,0.14,127.65,39.7,29.37,30.93
0,-76.09,4.32,6.6,5.77,131.13,37.0,25.83,37.23
0,-76.01,4.6,6.6,5.77,131.13,39.7,29.37,30.93
0,-76.09,4.32,6.6,5.77,131.13,37.0,25.83,37.23
0,-76.34,3.3,8.1,1.09,127.65,40.3,24.43,35.3
0,-76.14,4.3,6.6,0.14,127.65,36.87,25.77,37.33
0,-76.23,4.23,6.6,2.78,134.07,31.93,29.17,38.87
0,-76.1,4.46,6.6,0.14,127.65,35.4,27.9,36.7
0,-76.2,4.14,8.2,0.14,127.65,37.07,26.33,36.63
0,-76.25,4.05,8.2,0.14,127.65,37.8,34.23,27.93
0,-76.09,4.32,6.7,0.73,127.65,37.0,25.83,37.23
0,-76.33,3.73,7.0,5.77,131.13,38.07,24.77,37.17
0,-76.11,4.29,7.0,0.73,127.65,35.67,24.73,39.53
0,-76.13,4.43,6.6,5.77,131.13,40.0,24.37,35.63
0,-76.13,4.43,6.6,5.77,131.13,36.97,26.6,36.43
0,-76.14,4.3,6.6,5.77,131.13,36.87,25.77,37.33
0,-76.33,3.73,7.0,0.73,127.65,38.07,24.77,37.17
1,-75.87,4.33,6.6,0.14,127.65,37.7,25.73,36.6
0,-76.14,4.24,6.6,0.14,127.65,39.43,26.8,33.73
0,-76.28,3.24,6.8,0.73,127.65,40.5,24.4,35.03
0,-76.27,3.24,6.8,0.14,127.65,37.6,24.33,38.07
0,-76.16,4.22,6.8,0.14,127.65,38.13,25.1,36.73
1,-75.87,4.33,6.6,0.14,127.65,37.7,25.73,36.6
0,-76.08,4.38,6.8,0.14,127.65,35.9,27.1,37.0
0,-76.09,4.37,6.8,0.14,127.65,40.57,25.17,34.23
0,-76.33,3.16,6.6,0.73,127.65,32.37,27.2,40.47
0,-76.01,4.6,6.6,2.78,134.07,39.7,29.37,30.93
0,-75.93,4.66,7.0,0.14,127.65,37.43,29.33,33.2
0,-76.13,4.43,6.6,0.14,127.65,40.0,24.37,35.63
0,-76.54,3.22,7.0,0.14,127.65,37.67,31.9,30.43
0,-76.02,4.58,6.8,5.77,134.07,38.33,27.93,33.7
0,-76.13,4.31,6.6,0.14,127.65,36.1,23.9,39.93
0,-76.14,4.24,6.6,0.14,127.65,39.43,26.8,33.73
0,-76.11,4.29,7.0,0.14,127.65,35.67,24.73,39.53
0,-76.33,3.16,6.6,5.77,134.07,32.37,27.2,40.47
0,-76.12,4.42,6.8,0.14,127.65,38.73,25.83,35.43
0,-76.12,4.27,6.8,5.77,131.13,37.63,24.9,37.47
0,-76.03,4.61,6.6,0.14,127.65,39.9,25.93,34.17
0,-76.16,4.32,6.6,0.14,127.65,36.73,24.0,39.3
0,-76.03,4.61,6.6,0.14,127.65,39.9,25.93,34.17
0,-76.16,4.32,6.6,5.77,134.07,36.73,24.0,39.3
0,-76.14,4.23,6.6,0.14,127.65,37.57,26.43,35.97
1,-75.87,4.34,6.8,0.73,127.65,36.57,26.37,37.07
