cluster,longitude,latitude,edad,PRECTOTCORR,PAR,arcillas_0-30cm_mean,arena_0-30cm_mean,limo_0-30cm_mean
0,-76.39,3.07,6.5,0.44,123.67,39.1,23.2,37.7
0,-76.31,3.19,6.5,1.67,123.67,40.27,22.9,36.8
0,-76.38,3.38,6.5,1.67,123.67,40.97,22.33,36.73
0,-76.32,3.29,6.5,1.67,123.67,41.93,23.47,34.63
0,-76.42,3.26,6.5,0.44,123.67,41.7,20.1,38.2
0,-76.02,4.57,6.5,1.67,123.67,36.4,29.43,34.13
0,-76.09,4.32,6.5,1.67,123.67,37.0,25.83,37.23
0,-76.32,3.18,6.5,1.67,123.67,37.67,25.8,36.53
0,-76.31,3.31,6.5,1.67,123.67,36.37,25.37,38.3
0,-76.31,3.31,6.5,4.45,123.67,36.37,25.37,38.3
0,-76.31,3.31,6.5,1.67,123.67,36.37,25.37,38.3
0,-75.86,5.05,6.5,4.45,123.67,34.53,25.2,40.23
0,-76.42,3.26,6.5,1.67,123.67,41.7,20.1,38.2
0,-75.86,5.05,6.5,1.67,123.67,34.53,25.2,40.23
0,-76.12,4.46,6.5,1.67,123.67,36.17,28.77,35.07
0,-76.12,4.46,6.5,4.45,123.67,36.17,28.77,35.07
0,-76.12,4.46,6.5,0.44,123.67,36.17,28.77,35.07
0,-76.12,4.46,6.5,1.67,123.67,36.17,28.77,35.07
0,-76.42,3.26,6.5,2.25,123.67,41.7,20.1,38.2
0,-76.42,3.26,6.5,2.25,123.67,41.7,20.1,38.2
0,-76.09,4.32,6.5,2.25,123.67,37.0,25.83,37.23
0,-76.47,3.47,6.5,1.67,123.67,38.2,25.1,36.73
0,-76.47,3.47,6.5,1.67,123.67,38.2,25.1,36.73
0,-76.32,3.18,6.5,1.67,123.67,37.67,25.8,36.53
0,-76.42,3.26,6.5,1.67,123.67,41.7,20.1,38.2
0,-76.42,3.26,6.5,1.67,123.67,41.7,20.1,38.2
0,-76.23,4.25,6.5,9.37,133.09,40.27,24.93,34.8
0,-76.37,3.74,6.5,1.67,123.67,34.67,25.27,40.07
0,-76.07,4.48,6.5,0.44,123.67,39.27,26.2,34.57
0,-76.07,4.48,6.5,4.45,127.98,39.27,26.2,34.57
0,-76.09,4.42,6.5,4.45,123.67,38.73,25.33,35.9
0,-76.09,4.42,6.5,0.44,123.67,38.73,25.33,35.9
0,-76.09,4.42,6.5,1.67,123.67,38.73,25.33,35.9
0,-76.32,3.18,6.5,1.67,123.67,37.67,25.8,36.53
0,-76.14,4.44,6.5,1.67,123.67,37.1,32.7,30.17
0,-76.41,3.26,6.5,1.67,123.67,39.63,24.1,36.3
0,-76.09,4.42,6.5,1.67,123.67,38.73,25.33,35.9
0,-76.24,4.04,6.5,1.67,123.67,37.03,32.73,30.27
0,-76.14,4.44,6.5,0.44,123.67,37.1,32.7,30.17
0,-76.41,3.26,6.5,0.44,123.67,39.63,24.1,36.3
0,-76.14,4.44,6.5,1.67,123.67,37.1,32.7,30.17
0,-76.27,4.06,8.97,9.37,133.09,38.83,33.1,28.07
0,-76.0,4.65,6.5,9.37,133.09,41.9,26.73,31.37
0,-76.09,4.32,6.5,9.37,133.09,37.0,25.83,37.23
0,-76.09,4.32,6.5,0.44,123.67,37.0,25.83,37.23
0,-76.12,4.46,6.5,1.67,123.67,36.2,28.43,35.37
0,-76.09,4.32,6.5,1.67,123.67,37.0,25.83,37.23
0,-76.12,4.46,6.5,1.67,123.67,36.2,28.43,35.37
0,-76.0,4.65,6.5,9.37,127.98,41.9,26.73,31.37
0,-76.07,4.42,6.5,9.37,127.98,33.6,28.37,38.03
0,-76.07,4.42,6.5,4.45,127.98,33.6,28.37,38.03
0,-76.07,4.42,6.5,4.45,127.98,33.6,28.37,38.03
0,-76.27,4.06,8.97,4.45,127.98,38.83,33.1,28.07
0,-76.07,4.48,6.5,1.67,123.67,39.27,26.2,34.57
0,-76.07,4.42,6.5,1.67,123.67,33.6,28.37,38.03
0,-76.44,3.18,8.97,1.67,123.67,41.77,20.5,37.73
0,-76.41,3.26,6.5,1.67,123.67,39.63,24.1,36.3
0,-76.32,3.18,6.5,1.67,123.67,37.67,25.8,36.53
0,-76.41,3.26,6.5,1.67,123.67,39.63,24.1,36.3
0,-76.34,3.39,6.5,1.67,123.67,37.07,24.13,38.77
0,-76.44,3.18,8.97,1.67,123.67,41.77,20.5,37.73
0,-76.41,3.26,6.5,4.71,133.09,39.63,24.1,36.3
0,-76.09,4.32,6.5,1.67,123.67,37.0,25.83,37.23
0,-76.41,3.26,6.5,1.67,123.67,39.63,24.1,36.3
0,-76.41,3.26,6.5,1.67,123.67,39.63,24.1,36.3
0,-76.41,3.26,6.5,4.45,127.98,39.63,24.1,36.3
1,-75.86,4.34,6.5,1.67,123.67,35.43,24.8,39.77
0,-76.34,3.39,6.5,1.67,123.67,37.07,24.13,38.77
0,-76.33,3.43,6.5,1.67,123.67,40.67,21.43,37.93
0,-76.33,3.43,6.5,1.67,123.67,40.67,21.43,37.93
0,-76.23,4.25,6.5,1.67,123.67,40.27,24.93,34.8
0,-76.07,4.48,6.5,1.67,123.67,39.27,26.2,34.57
0,-76.27,4.06,9.9,1.67,123.67,38.83,33.1,28.07
0,-76.27,4.06,9.9,0.61,131.22,38.83,33.1,28.07
0,-76.29,3.16,6.5,0.61,131.22,36.73,26.33,36.97
0,-76.33,3.43,6.5,0.61,131.22,40.67,21.43,37.93
0,-76.41,3.26,6.5,0.61,131.22,39.63,24.1,36.3
0,-76.34,3.39,6.5,2.77,131.37,37.07,24.13,38.77
0,-76.32,3.18,6.5,0.61,131.22,37.67,25.8,36.53
0,-76.08,4.29,6.5,0.61,131.22,35.6,27.47,36.93
0,-76.34,3.39,6.5,0.61,131.22,37.07,24.13,38.77
0,-76.44,3.18,9.9,0.61,131.22,41.77,20.5,37.73
0,-75.93,4.65,6.5,0.61,131.22,38.07,30.43,31.53
0,-76.23,4.25,6.5,0.61,131.22,40.27,24.93,34.8
0,-76.23,4.25,6.5,0.61,131.22,40.27,24.93,34.8
0,-75.84,5.13,6.5,0.61,131.22,34.3,30.37,35.33
0,-75.84,5.13,6.5,2.77,131.37,34.3,30.37,35.33
0,-76.24,4.04,6.5,0.61,131.22,37.03,32.73,30.27
0,-76.23,4.25,6.5,0.61,131.22,40.27,24.93,34.8
0,-75.84,5.13,6.5,1.63,131.22,34.3,30.37,35.33
0,-76.24,4.04,6.5,0.61,131.22,37.03,32.73,30.27
0,-75.92,4.79,6.5,0.61,131.22,37.2,31.0,31.77
0,-75.92,4.79,6.5,0.61,131.22,37.2,31.0,31.77
0,-76.0,4.65,6.5,2.77,131.37,41.9,26.73,31.37
0,-76.23,4.25,6.5,1.63,131.22,40.27,24.93,34.8
0,-76.23,4.25,6.5,0.44,131.22,40.27,24.93,34.8
0,-76.42,3.26,6.5,2.77,131.37,41.7,20.1,38.2
0,-76.42,3.26,6.5,1.63,131.22,41.7,20.1,38.2
0,-75.92,4.79,6.5,1.63,131.22,37.2,31.0,31.77
0,-76.42,3.26,6.5,0.61,131.22,41.7,20.1,38.2
0,-76.35,3.34,6.5,0.61,131.22,39.17,22.67,38.2
0,-76.35,3.34,6.5,2.77,131.37,39.17,22.67,38.2
0,-76.35,3.34,6.5,0.61,131.22,39.17,22.67,38.2
0,-76.42,3.26,6.5,1.63,131.22,41.7,20.1,38.2
0,-76.44,3.18,9.9,2.77,131.37,41.77,20.5,37.73
0,-75.98,4.57,6.5,2.77,131.37,37.4,29.33,33.27
0,-75.93,4.79,6.5,0.61,131.22,40.8,30.13,29.07
0,-75.93,4.79,6.5,2.77,131.37,40.8,30.13,29.07
0,-75.93,4.79,6.5,1.63,131.22,40.8,30.13,29.07
0,-75.93,4.79,6.5,0.61,131.22,40.8,30.13,29.07
0,-76.0,4.65,6.5,2.77,131.37,41.9,26.73,31.37
0,-76.18,4.24,6.5,0.61,131.22,34.87,26.2,38.9
0,-76.14,4.44,6.5,1.63,131.22,37.1,32.7,30.17
0,-76.12,4.46,6.5,2.77,131.37,36.2,28.43,35.37
0,-76.12,4.46,6.5,0.61,131.22,36.2,28.43,35.37
0,-75.93,4.65,6.5,0.61,131.22,38.07,30.43,31.53
0,-76.32,3.18,6.5,1.63,131.22,37.67,25.8,36.53
0,-76.32,3.18,6.5,2.77,131.37,37.67,25.8,36.53
0,-75.93,4.65,6.5,1.63,131.22,38.07,30.43,31.53
0,-76.18,4.24,6.5,1.63,131.22,34.87,26.2,38.9
0,-75.84,5.13,6.5,0.61,131.22,34.3,30.37,35.33
0,-76.18,4.24,6.5,1.63,131.22,34.87,26.2,38.9
0,-76.41,3.26,6.5,1.63,131.22,39.63,24.1,36.3
0,-76.41,3.26,6.5,0.61,131.22,39.63,24.1,36.3
0,-76.41,3.26,6.5,1.63,131.22,39.63,24.1,36.3
0,-75.98,4.57,6.5,0.61,131.22,37.4,29.33,33.27
0,-75.98,4.57,6.5,1.63,131.22,37.4,29.33,33.27
0,-76.21,4.22,6.5,1.63,131.22,32.97,25.23,41.8
0,-76.0,4.65,6.5,0.61,131.22,41.9,26.73,31.37
0,-76.21,4.22,6.5,0.61,131.22,32.97,25.23,41.8
0,-76.21,4.22,6.5,1.63,131.22,32.97,25.23,41.8
0,-75.98,4.57,6.5,0.61,131.22,37.4,29.33,33.27
0,-76.02,4.57,6.5,0.61,131.22,36.4,29.43,34.13
0,-76.41,3.26,6.5,2.77,131.37,39.63,24.1,36.3
0,-76.46,3.18,8.97,0.61,131.22,36.27,24.43,39.27
0,-76.46,3.18,9.9,1.63,131.22,36.27,24.43,39.27
0,-76.46,3.18,9.9,0.61,131.22,36.27,24.43,39.27
0,-76.35,3.15,6.5,0.61,131.22,35.53,23.1,41.37
0,-76.27,3.18,6.5,1.63,131.22,39.67,24.7,35.6
0,-76.35,3.15,6.5,2.77,131.37,35.53,23.1,41.37
0,-76.08,4.29,6.5,0.61,131.22,35.6,27.47,36.93
0,-76.27,3.18,6.5,0.61,131.22,39.67,24.7,35.6
0,-76.35,3.15,6.5,0.61,131.22,35.53,23.1,41.37
0,-76.27,3.18,6.5,0.61,131.22,39.67,24.7,35.6
0,-76.08,4.29,6.5,0.87,129.19,35.6,27.47,36.93
0,-76.31,3.22,6.5,0.87,129.19,35.1,24.73,40.13
0,-76.27,3.18,6.5,3.44,132.13,39.67,24.7,35.6
0,-76.34,3.39,6.5,0.87,129.19,37.07,24.13,38.77
0,-76.34,3.39,6.5,0.87,129.19,37.07,24.13,38.77
2,-75.98,4.22,6.5,5.34,132.13,34.93,27.4,37.63
0,-76.34,3.39,6.5,3.44,129.19,37.07,24.13,38.77
0,-75.98,4.64,6.5,5.34,135.4,35.03,29.27,35.67
0,-76.37,3.13,6.5,5.34,132.13,36.43,22.53,41.03
2,-75.98,4.22,6.5,3.44,129.19,34.93,27.4,37.63
2,-75.98,4.22,6.5,1.78,129.19,34.93,27.4,37.63
0,-76.34,3.39,6.5,1.78,129.19,37.07,24.13,38.77
0,-76.37,3.13,6.5,5.34,132.13,36.43,22.53,41.03
2,-75.98,4.22,6.5,0.87,129.19,34.93,27.4,37.63
0,-76.46,3.18,8.97,1.78,129.19,36.27,24.43,39.27
0,-76.37,3.13,6.5,0.87,129.19,36.43,22.53,41.03
0,-76.31,3.22,6.5,0.87,129.19,35.1,24.73,40.13
0,-76.37,3.13,6.5,1.78,129.19,36.43,22.53,41.03
0,-76.34,3.15,6.5,0.87,129.19,36.1,23.13,40.77
0,-76.34,3.15,6.5,0.87,129.19,36.1,23.13,40.77
0,-76.34,3.39,6.5,1.78,129.19,37.07,24.13,38.77
0,-76.31,3.7,6.5,0.87,129.19,34.17,32.2,33.63
0,-76.31,3.7,6.5,5.34,132.13,34.17,32.2,33.63
0,-76.31,3.7,6.5,0.87,129.19,34.17,32.2,33.63
0,-76.31,3.7,6.5,1.78,129.19,34.17,32.2,33.63
0,-76.31,3.7,6.5,5.34,135.4,34.17,32.2,33.63
0,-76.34,3.33,8.97,0.87,129.19,38.3,24.13,37.57
0,-76.23,4.25,6.5,0.87,129.19,40.27,24.93,34.8
0,-76.34,3.33,8.97,5.34,132.13,38.3,24.13,37.57
0,-76.36,3.75,6.5,0.87,129.19,35.93,23.67,40.37
0,-76.36,3.75,6.5,0.87,129.19,35.93,23.67,40.37
0,-76.36,3.75,6.5,1.78,129.19,35.93,23.67,40.37
0,-76.37,3.74,6.5,0.87,129.19,34.67,25.27,40.07
0,-76.37,3.74,6.5,0.87,129.19,34.67,25.27,40.07
0,-76.37,3.74,6.5,1.78,129.19,34.67,25.27,40.07
0,-76.41,3.26,6.5,5.58,136.29,39.63,24.1,36.3
0,-76.34,3.33,9.9,3.44,132.13,38.3,24.13,37.57
0,-76.34,3.33,9.9,3.44,132.13,38.3,24.13,37.57
0,-76.34,3.39,6.5,0.87,129.19,37.07,24.13,38.77
0,-76.31,3.22,6.5,5.34,132.13,35.1,24.73,40.13
0,-76.34,3.1,6.5,0.87,129.19,36.5,24.63,38.9
0,-76.34,3.1,6.5,1.78,129.19,36.5,24.63,38.9
0,-76.34,3.1,6.5,5.58,136.29,36.5,24.63,38.9
0,-76.34,3.15,6.5,5.34,132.13,36.1,23.13,40.77
0,-76.34,3.39,6.5,0.87,129.19,37.07,24.13,38.77
0,-76.32,3.18,6.5,0.87,129.19,37.67,25.8,36.53
0,-76.34,3.15,6.5,1.78,129.19,36.1,23.13,40.77
0,-76.41,3.26,6.5,1.78,129.19,39.63,24.1,36.3
0,-75.98,4.64,6.5,0.87,129.19,35.03,29.27,35.67
0,-76.34,3.39,6.5,3.44,132.13,37.07,24.13,38.77
2,-75.98,4.22,6.5,0.87,129.19,34.93,27.4,37.63
0,-75.98,4.63,6.5,0.87,129.19,37.43,30.73,31.83
2,-75.98,4.22,6.5,0.87,129.19,34.93,27.4,37.63
2,-75.98,4.22,6.5,5.34,132.13,34.93,27.4,37.63
1,-75.86,4.34,6.5,1.78,129.19,35.43,24.8,39.77
0,-76.24,4.0,6.5,1.78,129.19,39.47,33.93,26.57
0,-76.36,3.21,6.5,0.87,129.19,35.37,21.8,42.9
0,-76.36,3.21,6.5,3.95,135.4,35.37,21.8,42.9
0,-76.36,3.21,6.5,0.87,129.19,35.37,21.8,42.9
0,-76.25,4.16,6.5,3.95,135.4,35.8,30.1,34.03
0,-75.98,4.63,6.5,1.78,129.19,37.43,30.73,31.83
2,-75.98,4.22,6.5,1.78,129.19,34.93,27.4,37.63
0,-76.24,4.0,6.5,0.87,129.19,39.47,33.93,26.57
0,-76.36,3.21,6.5,3.44,132.13,35.37,21.8,42.9
0,-76.36,3.21,6.5,5.34,135.4,35.37,21.8,42.9
0,-75.98,4.64,6.5,3.44,135.4,35.03,29.27,35.67
0,-76.24,4.0,6.5,3.44,135.4,39.47,33.93,26.57
0,-75.98,4.63,6.5,5.34,135.4,37.43,30.73,31.83
2,-75.98,4.22,6.5,1.78,129.19,34.93,27.4,37.63
0,-76.25,4.16,6.5,5.34,135.4,35.8,30.1,34.03
0,-76.24,4.0,6.5,0.87,129.19,39.47,33.93,26.57
2,-75.98,4.22,6.5,3.44,132.13,34.93,27.4,37.63
2,-75.98,4.22,6.5,0.87,129.19,34.93,27.4,37.63
0,-76.25,4.16,6.5,1.78,129.19,35.8,30.1,34.03
0,-76.25,4.16,6.5,0.87,129.19,35.8,30.1,34.03
0,-75.98,4.64,6.5,1.78,129.19,35.03,29.27,35.67
0,-76.33,3.73,6.14,1.78,129.19,38.33,22.97,38.7
0,-76.33,3.73,6.37,5.34,132.13,38.33,22.97,38.7
0,-76.27,3.59,6.14,5.34,132.13,38.47,31.3,30.23
0,-76.33,3.73,6.37,1.78,129.19,38.33,22.97,38.7
0,-76.27,3.59,6.37,5.34,132.13,38.47,31.3,30.23
0,-76.27,3.59,6.37,5.34,135.4,38.47,31.3,30.23
0,-76.33,3.73,6.14,1.78,129.19,38.33,22.97,38.7
0,-76.33,3.73,6.14,3.44,135.4,38.33,22.97,38.7
0,-76.33,3.73,6.14,0.87,129.19,38.33,22.97,38.7
0,-76.39,3.59,6.44,5.34,135.4,36.6,26.23,37.17
0,-76.33,3.73,6.14,5.34,135.4,38.33,22.97,38.7
0,-76.27,3.59,6.14,5.34,135.4,38.47,31.3,30.23
0,-76.39,3.59,6.44,5.34,135.4,36.6,26.23,37.17
0,-76.27,3.59,6.14,5.34,135.4,38.47,31.3,30.23
0,-76.27,3.59,6.14,5.34,135.4,38.47,31.3,30.23
0,-76.31,3.78,6.44,3.44,135.4,35.87,24.23,39.87
0,-76.3,3.45,8.22,5.34,135.4,36.97,28.37,34.63
0,-76.27,3.59,6.14,3.44,135.4,38.47,31.3,30.23
0,-76.33,3.73,6.37,3.44,135.4,38.33,22.97,38.7
0,-76.22,4.08,8.22,5.34,135.4,40.17,28.4,31.43
0,-76.33,3.73,6.14,5.34,132.13,38.33,22.97,38.7
0,-76.33,3.73,6.14,3.44,135.4,38.33,22.97,38.7
0,-76.24,4.08,8.22,0.87,129.19,39.73,28.2,32.03
0,-76.31,3.78,6.44,5.34,135.4,35.87,24.23,39.87
0,-76.28,3.57,6.44,5.34,135.4,37.73,27.27,34.93
0,-76.26,3.56,6.44,0.87,129.19,42.2,24.93,32.87
0,-76.47,3.34,6.14,1.78,129.19,40.93,22.77,36.27
0,-76.41,3.48,6.44,1.78,129.19,36.87,26.5,36.63
0,-76.47,3.34,6.14,5.34,132.13,40.93,22.77,36.27
0,-76.3,3.45,8.22,0.87,129.19,36.93,27.03,36.07
0,-76.47,3.34,6.14,5.34,132.13,40.93,22.77,36.27
0,-76.47,3.34,6.14,3.44,135.4,40.93,22.77,36.27
0,-76.38,3.63,6.44,0.87,129.19,40.47,22.7,36.83
0,-76.47,3.34,6.14,5.34,135.4,40.93,22.77,36.27
0,-76.34,3.42,6.44,1.78,129.19,40.83,21.4,37.73
0,-76.34,3.42,6.44,1.78,129.19,40.83,21.4,37.73
0,-76.47,3.34,6.14,5.34,135.4,40.93,22.77,36.27
0,-76.47,3.34,6.37,0.87,129.19,40.93,22.77,36.27
0,-76.47,3.34,6.37,0.87,129.19,40.93,22.77,36.27
0,-76.47,3.34,6.37,5.34,132.13,40.93,22.77,36.27
0,-76.41,3.48,6.44,5.34,132.13,36.87,26.5,36.63
0,-76.22,3.37,6.44,5.34,132.13,42.13,26.47,31.4
0,-76.38,3.63,6.44,1.78,129.19,40.47,22.7,36.83
0,-76.35,3.61,6.44,5.34,135.4,36.07,25.0,38.93
0,-76.39,3.7,6.44,5.34,132.13,35.6,24.37,40.03
0,-76.41,3.47,6.44,5.34,132.13,36.77,28.93,34.3
0,-76.36,3.26,8.22,1.78,129.19,39.43,22.27,38.3
0,-76.42,3.57,6.44,1.78,129.19,31.37,28.3,40.3
0,-76.42,3.57,6.44,5.34,132.13,31.37,28.3,40.3
0,-76.22,3.37,6.44,0.87,129.19,42.13,26.47,31.4
0,-76.35,3.61,6.44,3.44,135.4,36.07,25.0,38.93
0,-76.27,3.59,6.14,1.78,129.19,38.47,31.3,30.23
0,-76.28,3.57,6.44,1.78,129.19,37.73,27.27,34.93
0,-76.48,3.56,6.44,5.34,132.13,33.17,25.8,41.03
0,-76.48,3.56,6.44,5.34,132.13,33.17,25.8,41.03
0,-76.47,3.34,6.14,1.78,129.19,40.93,22.77,36.27
0,-76.47,3.34,6.14,1.78,129.19,40.93,22.77,36.27
0,-76.41,3.47,6.44,1.78,129.19,36.77,28.93,34.3
0,-76.39,3.7,6.44,5.34,132.13,35.6,24.37,40.03
0,-76.26,3.56,6.44,5.34,132.13,42.2,24.93,32.87
0,-76.27,3.59,6.14,5.34,132.13,38.47,31.3,30.23
0,-76.44,3.19,6.9,0.87,129.19,41.2,19.67,39.1
0,-76.08,4.51,7.63,5.34,132.13,36.17,24.3,39.53
0,-76.33,4.08,7.63,1.78,129.19,35.6,30.8,33.63
0,-76.31,3.41,7.63,5.34,135.4,36.4,27.2,36.4
0,-76.1,4.46,6.9,0.87,129.19,39.53,24.2,36.23
0,-75.89,4.95,7.63,0.87,129.19,36.57,32.2,31.2
0,-76.33,3.22,6.9,1.78,129.19,35.17,24.97,39.87
0,-76.43,3.17,6.9,5.34,132.13,42.37,21.8,35.8
0,-76.44,3.29,7.63,0.87,129.19,35.2,24.0,40.77
0,-76.41,3.47,7.63,0.87,129.19,36.97,27.9,35.1
0,-75.91,5.02,7.63,1.78,129.19,35.03,32.1,32.83
0,-76.09,4.46,6.9,1.78,129.19,39.53,24.2,36.23
0,-76.35,3.21,6.9,5.34,132.13,34.87,22.93,42.2
0,-75.86,5.04,7.63,0.87,129.19,35.23,28.47,36.3
0,-76.4,3.47,7.63,0.87,129.19,38.63,22.1,39.23
0,-76.21,3.44,7.63,5.34,132.13,35.2,32.6,32.13
0,-76.19,4.31,6.9,1.78,129.19,39.7,28.63,31.67
0,-76.35,3.22,6.9,5.34,135.4,36.43,25.43,38.17
0,-76.36,3.21,6.9,5.34,132.13,36.57,22.23,41.2
0,-76.39,3.16,6.9,5.34,135.4,38.23,20.0,41.77
0,-75.88,4.93,7.63,5.34,132.13,36.97,30.73,32.3
0,-75.87,4.95,7.63,0.87,129.19,36.83,29.9,33.27
0,-76.0,4.6,7.63,5.34,132.13,38.67,29.2,32.17
0,-75.87,4.98,8.15,5.34,135.4,36.37,30.0,33.63
0,-76.45,3.21,8.15,0.87,129.19,38.2,24.4,37.43
0,-76.45,3.21,7.37,6.89,135.4,38.2,24.4,37.43
0,-76.43,3.17,7.37,0.87,129.19,41.87,21.87,36.27
0,-76.39,3.16,8.15,5.34,132.13,36.13,22.1,41.73
0,-76.39,3.16,7.37,5.34,135.4,36.13,22.1,41.73
0,-75.87,4.98,7.37,5.34,132.13,36.37,30.0,33.63
0,-76.43,3.17,8.15,5.34,135.4,41.87,21.87,36.27
0,-76.26,4.16,7.17,5.34,132.13,40.07,26.77,33.17
0,-76.38,3.57,7.6,3.44,132.13,38.8,23.6,37.6
0,-76.4,3.17,8.15,3.44,132.13,39.63,20.5,39.87
0,-76.4,3.17,7.37,1.78,129.19,39.63,20.5,39.87
0,-76.3,4.0,8.15,1.78,129.19,39.07,28.07,32.83
0,-76.3,4.0,7.37,0.87,129.19,39.07,28.07,32.83
0,-76.36,3.61,7.6,0.87,129.19,37.83,24.1,38.1
0,-76.37,3.25,7.17,1.78,129.19,41.2,21.33,37.47
0,-76.39,3.09,7.6,1.78,129.19,38.63,24.13,37.23
0,-76.46,3.19,8.15,1.78,129.19,36.77,25.0,38.2
0,-76.46,3.19,7.37,5.34,132.13,36.77,25.0,38.2
0,-76.4,3.44,8.15,5.34,132.13,37.9,23.27,38.77
0,-76.4,3.44,7.37,5.34,132.13,37.9,23.27,38.77
0,-76.44,3.17,7.37,5.34,132.13,39.53,20.03,40.47
0,-76.44,3.17,8.15,5.34,132.13,39.53,20.03,40.47
0,-76.42,3.16,8.15,3.44,129.19,42.43,21.53,36.07
0,-76.42,3.16,7.37,3.44,129.19,42.43,21.53,36.07
0,-76.42,3.19,8.15,1.78,129.19,40.67,19.13,40.23
0,-76.42,3.19,7.37,1.78,129.19,40.67,19.13,40.23
0,-76.58,3.17,7.17,1.78,129.19,42.2,27.97,29.83
0,-76.45,3.2,8.15,1.78,129.19,37.47,25.47,37.07
0,-76.45,3.2,7.37,1.78,129.19,37.47,25.47,37.07
0,-76.31,4.03,7.17,1.78,129.19,36.43,35.13,28.43
0,-76.39,3.72,8.15,1.78,129.19,35.53,23.43,41.07
0,-76.39,3.72,7.37,1.78,129.19,35.53,23.43,41.07
0,-76.42,3.62,7.6,1.78,129.19,34.3,25.7,40.0
0,-76.46,3.1,7.37,1.78,129.19,49.03,16.87,34.1
0,-76.35,3.25,7.17,1.78,129.19,35.67,23.5,40.87
0,-76.43,3.22,7.37,1.78,129.19,44.37,19.2,36.43
0,-76.41,3.21,7.37,1.78,129.19,36.63,22.37,40.97
0,-76.43,3.22,8.15,1.78,129.19,44.37,19.2,36.43
0,-76.41,3.21,8.15,1.78,129.19,36.63,22.37,40.97
0,-76.46,3.1,8.15,1.78,129.19,49.03,16.87,34.1
0,-76.45,3.19,8.15,1.78,129.19,40.8,21.9,37.27
0,-76.45,3.19,7.37,1.78,129.19,40.8,21.9,37.27
0,-76.43,3.2,7.83,1.78,129.19,40.57,20.7,38.7
0,-76.45,3.18,7.83,1.78,129.19,41.1,20.83,38.07
0,-76.43,3.21,7.83,3.95,135.4,43.27,18.57,38.13
0,-76.45,3.18,7.83,1.78,129.19,41.1,20.83,38.07
0,-76.37,3.16,7.83,1.78,129.19,35.63,21.77,42.63
0,-76.32,3.22,7.83,3.44,132.13,36.2,25.83,37.97
0,-76.43,3.21,7.83,1.78,129.19,43.27,18.57,38.13
0,-76.34,3.41,7.76,1.78,129.19,33.9,22.9,43.2
0,-75.96,4.69,7.83,0.87,129.19,41.63,26.43,31.93
0,-76.34,3.23,7.83,0.87,129.19,40.67,22.77,36.57
0,-75.96,4.68,7.83,1.78,129.19,38.73,30.23,30.97
0,-76.37,3.12,7.83,1.78,129.19,39.8,22.13,38.07
0,-76.37,3.12,7.83,0.87,129.19,39.8,22.13,38.07
0,-75.96,4.68,7.83,0.87,129.19,38.73,30.23,30.97
0,-76.32,3.22,7.83,3.44,132.13,36.2,25.83,37.97
0,-75.96,4.69,7.83,3.44,132.13,41.63,26.43,31.93
0,-76.37,3.16,7.83,1.78,129.19,35.63,21.77,42.63
0,-76.38,3.11,7.76,3.44,132.13,39.5,22.1,38.43
0,-76.43,3.2,7.83,0.87,129.19,40.57,20.7,38.7
0,-76.34,3.23,7.83,0.87,129.19,40.67,22.77,36.57
0,-76.31,3.49,7.83,3.44,129.19,39.6,29.23,31.2
0,-76.28,3.46,7.83,1.78,129.19,40.13,28.57,31.37
0,-76.28,3.46,7.83,1.78,129.19,40.13,28.57,31.37
0,-76.31,3.49,7.83,5.34,132.13,39.6,29.23,31.2
0,-76.52,3.28,7.2,3.44,132.13,38.23,27.0,34.77
0,-76.39,3.75,7.2,3.44,129.19,36.8,23.2,40.03
0,-76.46,3.53,7.0,3.44,129.19,35.63,26.1,38.3
0,-76.27,4.02,7.0,1.78,129.19,37.93,34.5,27.57
0,-76.27,4.02,9.97,1.78,129.19,37.93,34.5,27.57
0,-76.27,4.02,9.97,1.78,129.19,37.93,34.5,27.57
0,-76.27,4.02,9.97,1.78,129.19,37.93,34.5,27.57
0,-76.27,4.02,9.97,1.78,129.19,37.93,34.5,27.57
0,-76.46,3.53,7.1,3.44,132.13,35.63,26.1,38.3
0,-76.27,4.02,9.97,3.95,135.4,37.93,34.5,27.57
0,-76.46,3.53,7.0,1.78,129.19,35.63,26.1,38.3
0,-76.36,3.74,7.2,5.58,136.29,35.3,27.7,37.07
0,-76.46,3.53,7.1,0.87,129.19,35.63,26.1,38.3
0,-76.52,3.28,7.2,0.87,129.19,38.23,27.0,34.77
0,-76.36,3.74,7.2,0.87,129.19,35.3,27.7,37.07
0,-76.46,3.53,7.0,0.87,129.19,35.63,26.1,38.3
0,-76.27,4.02,9.97,0.87,129.19,37.93,34.5,27.57
0,-76.36,3.74,7.2,1.78,129.19,35.3,27.7,37.07
0,-76.3,3.66,7.0,1.78,129.19,39.8,27.37,32.8
0,-76.38,3.65,7.0,1.78,129.19,38.77,26.03,35.17
0,-76.57,3.29,7.2,1.78,129.19,34.23,31.5,34.23
0,-76.3,3.66,7.1,1.78,129.19,39.8,27.37,32.8
0,-76.3,3.66,7.1,3.95,135.4,39.8,27.37,32.8
0,-76.37,3.86,7.1,3.95,135.4,37.63,23.83,38.53
0,-76.37,3.86,7.1,0.87,129.19,37.63,23.83,38.53
0,-76.37,3.86,7.1,1.78,129.19,37.63,23.83,38.53
0,-76.37,3.86,7.0,1.78,129.19,37.63,23.83,38.53
