index,x,y
0,-76.3739834514936,3.19928183188508
1,-76.5779409411009,3.17501230265591
2,-76.5779409411009,3.17501230265591
3,-76.5779409411009,3.17501230265591
4,-76.5779409411009,3.17501230265591
5,-76.5779409411009,3.17501230265591
6,-76.5779409411009,3.17501230265591
7,-76.5779409411009,3.17501230265591
8,-76.5779409411009,3.17501230265591
9,-76.5779409411009,3.17501230265591
10,-76.5779409411009,3.17501230265591
11,-76.5779409411009,3.17501230265591
12,-76.5779409411009,3.17501230265591
13,-76.5779409411009,3.17501230265591
14,-76.4020513856578,3.2233349796249
15,-76.4020513856578,3.2233349796249
16,-76.4020513856578,3.2233349796249
17,-76.424683146804,3.37257891212184
18,-76.2835252812178,3.23373225373573
19,-76.2835252812178,3.23373225373573
20,-76.2835252812178,3.23373225373573
21,-76.2835252812178,3.23373225373573
22,-76.3110220526001,3.20432254171541
23,-76.3110220526001,3.20432254171541
24,-76.3110220526001,3.20432254171541
25,-76.3110220526001,3.20432254171541
26,-76.4253076574228,3.18444282422509
27,-76.4253076574228,3.18444282422509
28,-76.4253076574228,3.18444282422509
29,-76.4253076574228,3.18444282422509
30,-76.4253076574228,3.18444282422509
31,-76.2354356203004,3.20970265634633
32,-76.2354356203004,3.20970265634633
33,-76.2354356203004,3.20970265634633
34,-76.2354356203004,3.20970265634633
35,-76.2314316040444,3.21021752603435
36,-76.2314316040444,3.21021752603435
37,-76.2314316040444,3.21021752603435
38,-76.2314316040444,3.21021752603435
39,-76.2301097673893,3.20671455101997
40,-76.4558120306094,3.15679706389647
41,-76.4558120306094,3.15679706389647
42,-76.4558120306094,3.15679706389647
43,-76.4558120306094,3.15679706389647
44,-76.449200144082,3.1525481148765
45,-76.449200144082,3.1525481148765
46,-76.449200144082,3.1525481148765
47,-76.449200144082,3.1525481148765
48,-76.4533327239531,3.15233693134629
49,-76.4374521430865,3.35088105104579
50,-76.4374521430865,3.35088105104579
51,-76.4374521430865,3.35088105104579
52,-76.4374521430865,3.35088105104579
53,-76.4374521430865,3.35088105104579
54,-76.3475181946595,3.31794825582338
55,-76.3475181946595,3.31794825582338
56,-76.3475181946595,3.31794825582338
57,-76.3475181946595,3.31794825582338
58,-76.3475181946595,3.31794825582338
59,-76.4850666886352,3.40747299233599
60,-76.4850666886352,3.40747299233599
61,-76.4850666886352,3.40747299233599
62,-76.4850666886352,3.40747299233599
63,-76.4850666886352,3.40747299233599
64,-76.4850666886352,3.40747299233599
65,-76.4850666886352,3.40747299233599
66,-76.4850666886352,3.40747299233599
67,-76.4850666886352,3.40747299233599
68,-76.4850666886352,3.40747299233599
69,-76.4868716708733,3.40466297859418
70,-76.4868716708733,3.40466297859418
71,-76.4868716708733,3.40466297859418
72,-76.4868716708733,3.40466297859418
73,-76.4524753952121,3.33192560777999
74,-76.4524753952121,3.33192560777999
75,-76.4524753952121,3.33192560777999
76,-76.4524753952121,3.33192560777999
77,-76.4524753952121,3.33192560777999
78,-76.4501708615124,3.2414567054528
79,-76.526097722574,3.30165966844624
80,-76.526097722574,3.30165966844624
81,-76.526097722574,3.30165966844624
82,-76.526097722574,3.30165966844624
83,-76.526097722574,3.30165966844624
84,-76.4879332911654,3.31811434733636
85,-76.4879332911654,3.31811434733636
86,-76.4879332911654,3.31811434733636
87,-76.4879332911654,3.31811434733636
88,-76.4229299999518,3.28025604000739
89,-76.2391843847977,3.17649582995793
90,-76.2391843847977,3.17649582995793
91,-76.2391843847977,3.17649582995793
92,-76.3083178368883,3.21127088981005
93,-76.3083178368883,3.21127088981005
94,-76.3083178368883,3.21127088981005
95,-76.3083178368883,3.21127088981005
96,-76.3083178368883,3.21127088981005
97,-76.3083178368883,3.21127088981005
98,-76.3083178368883,3.21127088981005
99,-76.3083178368883,3.21127088981005
100,-76.3083178368883,3.21127088981005
101,-76.3083178368883,3.21127088981005
102,-76.3083178368883,3.21127088981005
103,-76.3083178368883,3.21127088981005
104,-76.3083178368883,3.21127088981005
105,-76.3083178368883,3.21127088981005
106,-76.3083178368883,3.21127088981005
107,-76.3083178368883,3.21127088981005
108,-76.3083178368883,3.21127088981005
109,-76.3083178368883,3.21127088981005
110,-76.3083178368883,3.21127088981005
111,-76.3083178368883,3.21127088981005
112,-76.3083178368883,3.21127088981005
113,-76.4053331906636,3.33647625081549
114,-76.415032099501,3.3421401692697
115,-76.415032099501,3.3421401692697
116,-76.415032099501,3.3421401692697
117,-76.3352852128739,3.30204599863518
118,-76.3352852128739,3.30204599863518
119,-76.3352852128739,3.30204599863518
120,-76.3352852128739,3.30204599863518
121,-76.3352852128739,3.30204599863518
122,-76.3352852128739,3.30204599863518
123,-76.3352852128739,3.30204599863518
124,-76.3352852128739,3.30204599863518
125,-76.3352852128739,3.30204599863518
126,-76.3352852128739,3.30204599863518
127,-76.3352852128739,3.30204599863518
128,-76.3352852128739,3.30204599863518
129,-76.3352852128739,3.30204599863518
130,-76.3352852128739,3.30204599863518
131,-76.3352852128739,3.30204599863518
132,-76.3352852128739,3.30204599863518
133,-76.3352852128739,3.30204599863518
134,-76.3352852128739,3.30204599863518
135,-76.3352852128739,3.30204599863518
136,-76.3352852128739,3.30204599863518
137,-76.3352852128739,3.30204599863518
138,-76.3352852128739,3.30204599863518
139,-76.3352852128739,3.30204599863518
140,-76.3352852128739,3.30204599863518
141,-76.3352852128739,3.30204599863518
142,-76.3352852128739,3.30204599863518
143,-76.3352852128739,3.30204599863518
144,-76.3352852128739,3.30204599863518
145,-76.3352852128739,3.30204599863518
146,-76.3352852128739,3.30204599863518
147,-76.3352852128739,3.30204599863518
148,-76.3352852128739,3.30204599863518
149,-76.3352852128739,3.30204599863518
150,-76.3352852128739,3.30204599863518
151,-76.3352852128739,3.30204599863518
152,-76.3352852128739,3.30204599863518
153,-76.3352852128739,3.30204599863518
154,-76.3352852128739,3.30204599863518
155,-76.3352852128739,3.30204599863518
156,-76.3352852128739,3.30204599863518
157,-76.3352852128739,3.30204599863518
158,-76.3352852128739,3.30204599863518
159,-76.3352852128739,3.30204599863518
160,-76.3352852128739,3.30204599863518
161,-76.3352852128739,3.30204599863518
162,-76.3352852128739,3.30204599863518
163,-76.3352852128739,3.30204599863518
164,-76.3352852128739,3.30204599863518
165,-76.3352852128739,3.30204599863518
166,-76.3352852128739,3.30204599863518
167,-76.3352852128739,3.30204599863518
168,-76.3352852128739,3.30204599863518
169,-76.3352852128739,3.30204599863518
170,-76.3352852128739,3.30204599863518
171,-76.3352852128739,3.30204599863518
172,-76.5243900879189,3.26220936145484
173,-76.5243900879189,3.26220936145484
174,-76.5243900879189,3.26220936145484
175,-76.5243900879189,3.26220936145484
176,-76.5243900879189,3.26220936145484
177,-76.5243900879189,3.26220936145484
178,-76.5243900879189,3.26220936145484
179,-76.5243900879189,3.26220936145484
180,-76.5636641674947,3.13486790480325
181,-76.5636641674947,3.13486790480325
182,-76.5636641674947,3.13486790480325
183,-76.5636641674947,3.13486790480325
184,-76.5636641674947,3.13486790480325
185,-76.5636641674947,3.13486790480325
186,-76.5636641674947,3.13486790480325
187,-76.5030214273911,3.29368169356484
188,-76.5187250400734,3.29472735422045
189,-76.5187250400734,3.29472735422045
190,-76.5187250400734,3.29472735422045
191,-76.5187250400734,3.29472735422045
192,-76.5187250400734,3.29472735422045
193,-76.5187250400734,3.29472735422045
194,-76.5187250400734,3.29472735422045
195,-76.3173123492984,3.22940296835623
196,-76.3173123492984,3.22940296835623
197,-76.3173123492984,3.22940296835623
198,-76.3173123492984,3.22940296835623
199,-76.3173123492984,3.22940296835623
200,-76.3173123492984,3.22940296835623
201,-76.3173123492984,3.22940296835623
202,-76.3173123492984,3.22940296835623
203,-76.3209274971476,3.45793220808877
204,-76.3209274971476,3.45793220808877
205,-76.3209274971476,3.45793220808877
206,-76.3209274971476,3.45793220808877
207,-76.3209274971476,3.45793220808877
208,-76.3209274971476,3.45793220808877
209,-76.3209274971476,3.45793220808877
210,-76.3209274971476,3.45793220808877
211,-76.3209274971476,3.45793220808877
212,-76.3209274971476,3.45793220808877
213,-76.3209274971476,3.45793220808877
214,-76.3209274971476,3.45793220808877
215,-76.3209274971476,3.45793220808877
216,-76.3209274971476,3.45793220808877
217,-76.3209274971476,3.45793220808877
218,-76.3209274971476,3.45793220808877
219,-76.3209274971476,3.45793220808877
220,-76.3209274971476,3.45793220808877
221,-76.3209274971476,3.45793220808877
